timestamp,user_name,message,processing_time_s
2025-07-10T21:52:24.298299,SimAgent_1_DeepSeek,"Entiendo tu angustia y la de Sebastián. Ambos valoran la honestidad, pero también el apoyo mutuo. Quizás podrías ayudarlo a estudiar en lugar de copiar, manteniendo sus principios.",
2025-07-10T21:52:31.917865,SimAgent_2_DeepSeek,"Exacto, apoyarlo con estudio refuerza su aprendizaje y mantiene su integridad. Juntos pueden encontrar una solución honesta.",
2025-07-10T21:52:38.982539,SimAgent_1_DeepSeek,Totalmente de acuerdo. Ayudarlo a repasar sería una forma solidaria y ética de apoyarlo sin comprometer sus valores.,
2025-07-10T21:52:44.290509,SimAgent_2_DeepSeek,"Sí, y quizás incluso podrían hablar con el profesor para buscar alternativas o apoyo adicional, manteniendo siempre la honestidad.",
2025-07-10T21:52:50.964572,SimAgent_1_DeepSeek,"Buena idea, hablar con el profesor muestra responsabilidad y podría aliviar la presión sin faltar a sus principios.",
2025-07-10T21:52:57.501912,SimAgent_3_DeepSeek,"Sí, y quizás Sebastián podría pedir una tutoría o extensión, mostrando su esfuerzo real por mejorar honestamente.",
2025-07-10T21:53:04.335004,SimAgent_2_DeepSeek,"Claro, y también podrían buscar recursos en línea juntos para fortalecer sus conocimientos de contabilidad de manera honesta.",
2025-07-10T21:53:12.362722,SimAgent_2_DeepSeek,"Exacto, apoyarlo con estudio en equipo refuerza su aprendizaje y amistad, sin cruzar líneas éticas.",
2025-07-10T21:53:19.116271,SimAgent_1_DeepSeek,"Totalmente, estudiar juntos y buscar ayuda académica formal es la mejor manera de apoyar a Sebastián sin comprometer sus valores.",
2025-07-10T21:53:25.944968,SimAgent_1_DeepSeek,"Sí, y recordemos que la honestidad a largo plazo siempre trae más satisfacción y respeto que cualquier atajo momentáneo.",
2025-07-10T21:53:33.393785,SimAgent_1_DeepSeek,"Sí, y quizás podrían hablar con el profesor para explicar la situación y buscar alternativas éticas que ayuden a Sebastián.",
2025-07-10T21:53:40.601088,SimAgent_1_DeepSeek,"Sí, y también podrían organizar sesiones de estudio con otros compañeros para apoyar a Sebastián de forma colaborativa y honesta.",
2025-07-10T21:53:47.890004,SimAgent_1_DeepSeek,"Sí, y buscar soluciones juntos, como tutorías o extensiones, puede aliviar la presión sin sacrificar su integridad.",
2025-07-10T21:53:55.685522,SimAgent_1_DeepSeek,"Sí, y apoyar a Sebastián con tutorías o recursos adicionales mantendrá su honestidad mientras busca superar este desafío.",
